ACCTAGE,DDA,DDABAL,DEP,DEPAMT,CASHBK,CHECKS,DIRDEP,NSF,NSFAMT,PHONE,TELLER,SAV,SAVBAL,ATM,ATMAMT,POS,POSAMT,CD,CDBAL,IRA,IRABAL,LOC,LOCBAL,INV,INVBAL,ILS,ILSBAL,MM,MMBAL,MMCRED,MTG,MTGBAL,CC,CCBAL,CCPURC,SDB,INCOME,HMOWN,LORES,HMVAL,AGE,CRSCORE,MOVED,INAREA,INS,BRANCH,RES
4.4,1,687.46,2,936.6,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,9.5,95,43,686,0,1,0,B2,R
10.8,1,30.42,2,1285.82,0,0,1,0,0,0,0,0,0,1,1726.98,1,30.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,5,104,46,674,0,1,0,B8,R
1.3,1,83.09,2,1004.58,0,1,0,1,47.36,3,1,0,0,1,1268.39,1,28.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,6,105,58,678,0,1,0,B4,S
8.3,1,95.23,2,348.34,0,1,0,0,0,1,0,1,2935.08,1,1233.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,7,135,50,708,0,1,1,B17,R
3.1,1,23.25,3,592.61,0,2,0,0,0,2,0,0,0,1,949.3,4,61.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,217.37,0,0,121,1,6,138,28,680,0,1,0,B5,S
,1,1054.74,2,2298.33,0,12,1,0,0,1,2,1,685.52,0,0,0,0,1,8500,0,0,0,0,0,0,0,0,1,15625.92,3,0,0,1,23.97,0,0,19,1,7,110,31,686,0,1,0,B4,S
4,0,0,0,0,0,0,0,0,0,0,0,1,16180.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,288.69,0,0,108,0,2.5,149,34,681,0,1,0,B6,S
4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15007.92,0,0,0,1,34.21,2,0,,,,,,665,0,1,1,B2,R
4.5,1,32036.02,1,76.6,0,0,0,0,0,0,1,1,13080.06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,111,1,9,194,48,673,0,1,1,B11,S
5.5,0,0,0,0,0,0,0,0,0,0,0,1,6113.45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3131.3,1,1,,,,,,682,0,1,1,B1,U
1.4,1,428.85,3,1324.13,0,8,0,0,0,2,0,1,115.7,1,1635.75,1,20.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,6.5,104,43,614,0,1,0,B3,S
3.9,1,3949.96,2,1634.37,0,4,1,0,0,0,1,1,4000,1,782.85,2,92.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,3.5,135,55,675,0,1,0,B3,S
0.6,1,8.5,1,6.3,0,0,0,0,0,,0,1,62.84,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,1,7,0,8,94,24,645,0,1,0,B14,U
5.7,1,982.55,3,2365.88,0,5,0,0,0,5,0,0,0,1,3162.25,4,217.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,4.5,141,45,659,0,1,0,B2,S
4,1,231.35,5,2375.02,0,6,0,1,25.14,,0,0,0,1,2663.24,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,9,0,4,97,58,681,0,1,0,B14,S
19.4,1,679.33,4,1922.92,0,10,1,0,0,,0,1,510.57,1,916.22,,,0,0,0,0,1,9847.55,,,1,10213.95,0,0,0,0,0,,,,0,25,0,3.5,100,61,711,0,1,0,B15,S
20.6,1,2888.13,1,1051.57,0,5,1,0,0,0,2,1,3412.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,97,79,736,0,1,1,B6,R
2,1,255,3,690.33,0,0,0,1,9.32,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15387.44,2,0,0,0,0,0,0,22,1,10,78,51,684,0,1,0,B2,S
3,1,512.87,2,581.01,0,0,0,1,4.07,0,0,1,372.88,1,614.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1553.49,1,1,43,0,5,106,39,674,0,1,0,B5,S
4.1,1,3.52,1,22.69,0,0,0,0,0,0,0,1,14.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,1,4.5,108,44,660,0,1,0,B1,U
3.9,1,262.97,3,1389.36,0,8,0,0,0,3,0,0,0,1,1676.68,1,56.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1,7.5,112,47,677,0,1,0,B4,U
4.3,0,0,0,0,0,0,0,0,0,0,0,1,8635.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,669,0,1,1,B1,R
9.4,0,0,0,0,0,0,0,0,0,0,0,1,927.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,8.5,96,43,638,0,1,1,B9,U
2.7,1,570.24,1,667.79,0,5,1,0,0,0,0,1,656.22,1,163.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,96,60,673,0,1,0,B7,U
6.2,0,0,0,0,0,0,0,0,0,0,0,1,4643.79,0,0,0,0,1,80400,1,66129.27,0,0,0,0,0,0,1,14634.62,1,0,0,1,0,0,0,48,1,9,118,50,598,0,1,1,B4,R
3.3,1,23.01,1,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,884.15,1,0,,,,,,669,0,1,0,B2,U
3.1,1,281.63,4,2046.3,0,2,0,0,0,0,0,0,0,1,3264.99,5,190.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,3,147,58,671,0,1,0,B2,U
3.7,1,233.73,5,1749.16,0,7,1,0,0,,2,1,405.29,1,844.4,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,51,0,7,107,28,671,0,1,0,B15,U
,1,652.15,1,1491.77,0,2,0,1,1.44,0,0,0,0,1,234.2,1,198.18,0,0,0,0,0,0,0,0,0,0,1,15209.41,1,0,0,0,0,0,0,45,0,3,114,63,718,0,1,0,B4,U
,1,547.93,3,1842.4,0,9,1,1,4.3,,0,1,781.13,1,884.25,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,70,1,7.5,110,58,671,0,1,0,B14,U
3.8,1,55.77,6,532.59,0,1,1,0,0,1,1,0,0,1,255.95,5,93.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,9,102,53,664,0,1,0,B8,S
13.8,1,21863.25,2,2297.48,0,6,0,0,0,0,4,0,0,1,133.15,0,0,1,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,,,,,682,0,1,1,B2,S
9,1,1049.1,2,2999.96,0,4,0,0,0,0,3,0,0,1,124.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.41,1,0,61,1,9,122,39,684,0,1,1,B17,S
25.4,1,3006.68,1,2144.57,0,3,0,0,0,0,0,0,0,1,408.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1141.86,0,0,12,0,7.5,94,69,758,1,1,0,B1,U
1.6,1,3212.65,1,930.75,0,5,1,0,0,0,0,1,2425.34,1,28.92,1,69.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,14,92,49,687,0,1,0,B4,S
4.4,1,1316.31,1,163.55,0,1,0,0,0,0,1,1,23563.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,142.91,0,0,52,0,4.5,127,33,695,0,1,1,B3,S
2.8,1,410.27,2,1401.41,0,2,0,0,0,0,1,1,14454.86,1,796.44,0,0,0,0,0,0,0,0,0,0,1,9965.45,0,0,0,0,0,1,1365.39,1,0,30,1,6,98,57,632,0,1,0,B5,U
0.3,1,135.1,3,197.93,0,1,1,0,0,2,2,0,0,1,200.36,3,42.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,714,0,1,0,B4,S
0.3,1,306.25,3,1038.1,0,8,0,0,0,0,0,0,0,1,820.01,1,27.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,8.5,83,54,673,0,1,0,B4,U
,1,2007.28,4,3280.32,0,4,0,0,0,4,4,1,0,1,2987.88,7,218.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1,10.5,115,81,672,0,1,0,B5,S
16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01,0,0,1,23237.47,0,0,1,15179.92,1,0,0,0,0,0,0,61,0,8.5,132,57,679,0,1,0,B7,U
1.5,1,18.83,5,522.56,0,0,0,1,9.33,0,0,0,0,1,1159.07,6,156.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,6,89,63,702,0,1,0,B4,U
7.6,1,261.48,2,1990.02,0,6,0,0,0,0,0,0,0,1,2363.55,1,52.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62.85,0,0,25,1,7.5,104,69,611,1,1,0,B4,S
2.4,1,0.95,0,0,0,0,0,0,0,0,0,1,3038.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,691,1,1,1,B4,R
4.8,1,12.4,1,1568.21,0,0,0,0,0,0,0,0,0,1,1704.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,1,0,B2,S
3,1,378.44,4,2255.97,0,14,1,1,7.73,,0,0,0,1,0,,,1,8200,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,38,1,12,116,48,673,0,1,0,B15,S
3.1,1,2549.11,5,4331.83,0,11,1,0,0,0,0,1,4223.87,1,2134.51,1,146.08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,131357.43,1,117421.46,0,0,90,1,8.5,131,37,643,0,1,0,B2,U
4.8,1,568.52,4,3258.38,0,9,1,0,0,2,4,0,0,1,2254.51,3,408.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4013.51,0,0,18,1,8,88,50,668,0,1,0,B8,S
3.8,1,172.9,2,685.09,0,8,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,7,116,43,679,0,1,0,B4,U
0.9,1,41.59,2,630.39,0,0,0,0,0,0,4,1,36.26,1,176.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,4.5,127,51,626,0,1,0,B7,R
3.6,1,664.04,1,1335.34,0,4,0,0,0,,0,1,49.68,1,3175.79,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,92,0,5.5,148,55,693,0,1,0,B14,R
8.3,1,857.37,4,1893.21,0,5,0,0,0,1,2,1,425.95,1,2355.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5257.88,0,0,34,0,6,114,37,630,0,1,0,B3,U
8,1,636.48,2,789.08,0,3,0,0,0,0,1,1,675.82,1,941.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,6,95,46,637,0,1,0,B2,S
4.2,0,0,0,0,0,0,0,0,0,0,0,1,35255.15,0,0,0,0,1,56000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,706,0,1,1,B4,S
4.3,1,1610.63,3,1336.79,0,4,0,0,0,0,3,1,2559.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15437.95,0,0,0,1,0,0,0,47,0,4,112,22,617,0,1,0,B4,U
4.8,0,0,0,0,0,0,0,0,0,0,0,1,2956.17,1,10489.12,1,84.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2263.64,1,1,21,0,6.5,111,65,674,0,1,0,B4,S
8.3,1,1903.51,2,3146.04,0,7,1,0,0,0,0,1,189.29,1,658.43,4,200.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44.33,1,0,,,,,,709,0,1,0,B1,U
10.2,1,1727.43,2,4093.93,0,15,0,0,0,0,5,1,1420.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,8,113,41,665,0,1,0,B3,U
1.6,1,696.71,2,1689.24,0,6,1,0,0,0,0,0,0,1,649.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,81,1,7,139,36,654,0,1,0,B1,U
3.9,1,790.94,5,4331.65,0,10,0,0,0,1,0,0,0,1,5703.06,6,621.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,5.5,133,46,598,0,1,0,B1,R
15.8,0,0,0,0,0,0,0,0,0,0,0,1,11995.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,36,1,9,96,42,663,0,0,1,B8,U
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,5,114,50,637,0,1,0,B3,R
3.8,1,15.82,1,47.64,0,0,0,0,0,0,0,0,0,1,101.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1,5.5,104,50,669,0,1,0,B4,S
6.7,1,2509.43,3,4349.38,0,9,1,0,0,1,0,1,5093.32,1,2677.35,3,496.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,416.09,1,1,65,1,10.5,119,57,705,0,1,0,B16,R
6.2,1,179.45,2,1172.4,0,4,1,0,0,,4,1,263.79,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,34,1,9,105,54,702,0,1,0,B14,S
1.7,1,8298.44,2,7370.32,0,2,1,1,6.78,0,0,0,0,1,1487.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,8.5,95,39,711,0,1,0,B12,U
5.1,1,1254.57,3,1749,0,0,0,0,0,4,1,0,0,1,3266.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,5.5,113,69,730,0,1,0,B3,U
16.3,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,18,0,3.5,110,44,723,0,1,1,B15,S
10.8,1,5126.81,2,1237.68,0,7,0,0,0,0,1,0,0,1,1712.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1,8.5,114,53,684,0,1,1,B3,S
7.9,1,2898.19,1,1469.61,0,0,0,0,0,,0,1,3189.57,0,0,,,1,7700,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,15,0,7.5,111,29,685,0,1,0,B14,S
3.6,1,810.38,4,5131.67,0,9,0,0,0,0,1,0,0,1,6408.56,0,0,1,12600,1,9325.73,0,0,0,0,0,0,1,15465.94,0,1,46925.86,1,45967.54,1,0,70,1,6,125,31,614,0,1,0,B4,R
6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,3.5,107,61,657,0,1,0,B16,R
0.3,1,2680.14,2,2394.95,0,1,0,0,0,0,2,0,0,1,145.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,1,8,123,32,660,0,1,1,B1,U
14.9,0,0,0,0,0,0,0,0,0,,0,1,8114.32,0,0,,,0,0,1,8.93,1,16643.92,,,1,10212.37,0,0,0,0,0,,,,0,45,1,8,100,30,703,0,1,0,B15,S
25.3,0,0,0,0,0,0,0,0,0,0,0,1,26484.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40,1,10,103,,,0,1,1,B4,S
3.8,1,354.68,5,2938.54,0,11,0,0,0,,2,1,634.09,1,114.45,,,0,0,0,0,1,50553.05,,,0,0,0,0,0,0,0,,,,0,10,1,8.5,79,55,608,0,1,0,B14,R
1.9,1,810.52,4,1340.31,0,7,0,0,0,0,8,1,547.57,1,258.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,12.5,87,71,650,0,1,0,B7,U
0.9,1,-3.78,2,136.12,0,0,0,0,0,,1,0,0,1,35.03,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,21,1,12,85,71,673,0,1,0,B18,U
0.5,1,115.86,3,410.94,0,0,0,0,0,0,0,0,0,1,842.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,4,95,,,0,1,0,B2,U
3.7,1,1133.16,1,640.46,0,1,0,0,0,,1,0,0,1,559.94,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,12,0,8,99,53,710,0,1,0,B14,S
0.7,1,1520.28,1,1222.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2401.61,1,26018.39,0,0,0,0,0,0,0,0,0,1,28379.15,0,0,,,,,,656,0,1,1,B2,S
5.8,1,2842.2,8,5030.15,0,3,0,0,0,0,0,1,33955.32,1,3738.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,679,0,1,1,B8,S
3.9,0,0,0,0,0,0,0,0,0,0,0,1,3888.28,1,645.77,6,122.54,1,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92.4,0,0,55,1,7.5,101,63,753,0,1,1,B5,S
8.4,1,1709.86,4,2324.76,0,9,1,0,0,0,3,0,0,1,26.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1491.41,0,0,12,0,6,92,30,564,0,1,0,B4,U
6.4,1,978.03,2,1419.65,0,5,0,0,0,2,2,0,0,1,408.06,3,104.22,1,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,9.5,86,62,723,0,1,1,B9,S
29,1,714.28,3,1854.3,0,7,0,0,0,0,4,1,5320.21,0,0,7,332.26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60857.35,1,57321.15,2,0,15,1,9.5,83,34,645,0,1,0,B4,S
1.6,1,562.85,3,2452.23,0,4,0,1,4.6,1,2,0,0,1,2163.17,1,33.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,680.08,0,0,32,0,2.5,106,55,581,0,1,1,B5,U
12.7,1,477.47,5,3047.62,0,11,1,1,3.89,7,0,0,0,1,2073.37,8,481.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,13.5,92,,,0,1,0,B4,U
7.5,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,35,1,5,108,33,576,0,1,0,B14,S
3.5,1,6340.52,4,2137.65,0,4,0,0,0,1,3,0,0,1,2567.56,9,166.59,1,9700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,1.5,133,35,676,0,1,1,B1,R
3,1,493.05,2,3277.21,0,9,1,0,0,1,0,1,8736.21,1,571.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,6,102,37,679,0,1,1,B4,S
4.4,1,83.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,942.75,0,0,0,0,0,0,0,0,0,0,0,60,0,3.5,137,38,661,0,1,0,B4,U
3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,136.58,0,0,15,0,5.5,104,48,652,0,1,1,B7,S
1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26800,0,0,0,0,0,0,0,0,0,0,0,1,260220.64,1,228777.58,2,0,35,1,4,100,35,666,0,1,1,B11,S
0.3,1,369.56,3,1046.69,0,7,1,0,0,0,3,1,359.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,758.29,0,0,,,,,,750,0,1,0,B8,S
5.5,1,265.46,0,0,0,0,0,0,0,0,0,1,1050.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,663.14,0,1,6,1,11,84,79,761,0,1,0,B8,S
3.1,1,696.89,2,764.14,0,1,0,0,0,,1,0,0,0,0,,,1,7400,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,89,1,13,128,53,657,0,1,0,B18,U
1.5,1,180.83,2,392.71,0,4,0,0,0,0,2,1,1614.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,9,82,75,678,0,1,1,B5,S
,1,3751.01,3,3946.81,0,10,0,0,0,,3,1,4297.33,1,12398.4,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,68,1,9.5,121,,,0,1,0,B15,U
,1,1339.55,5,5081.81,0,17,1,0,0,0,2,0,0,1,5292.74,9,539.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17123.02,0,0,,,,,,650,0,1,0,B2,U
4,1,3423.18,1,68.93,0,1,0,0,0,0,0,1,59.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,654,0,1,0,B10,R
10.7,1,969.21,4,2487.76,0,12,1,0,0,0,2,0,0,1,292.06,0,0,0,0,0,0,0,0,0,0,0,0,1,15709.94,1,0,0,0,0,0,0,,,,,,687,0,1,1,B2,R
,1,469.77,7,4217.01,0,18,0,0,0,,0,1,3.46,1,5916.68,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,39,0,4.5,118,44,657,0,1,0,B14,R
,1,479.67,1,345.2,0,4,0,0,0,0,0,0,0,1,437.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,686,0,1,0,B2,S
22.3,1,34603.02,4,2543.57,0,9,1,0,0,0,1,1,446.23,1,582.11,0,0,0,0,0,0,1,31735.48,0,0,0,0,0,0,0,0,0,1,33826.59,0,0,5,1,8,148,24,686,0,1,0,B5,R
2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,99,25,629,1,1,0,B7,S
7.4,1,22294.08,2,4945.01,0,9,0,0,0,0,3,1,50.74,1,15119.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,1,8,133,53,679,0,1,1,B6,R
3.9,1,2513.06,3,3472.04,0,6,0,0,0,,4,1,90432.99,1,10706.34,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,,,,,,606,0,1,1,B15,U
0.7,1,33.9,1,150.58,0,0,0,0,0,0,1,1,25.59,1,100.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,626,0,1,0,B9,R
2.3,1,32.72,1,66.87,0,0,0,0,0,0,0,0,0,1,119.89,1,57.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1,12.5,114,55,678,0,1,0,B5,U
8.8,1,1483.92,2,1423.92,0,11,0,0,0,0,0,0,0,1,1598.11,15,364.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.72,0,0,,,,,,692,0,1,0,B2,S
2.3,1,1834.43,3,3272.75,0,10,1,0,0,1,1,1,263.85,1,2848.6,1,93.84,1,9700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,10.5,110,47,649,0,1,0,B1,S
2.9,1,4913.99,2,6490.44,0,3,0,0,0,,3,0,0,1,897.26,,,0,0,0,0,0,0,,,0,0,1,18448.3,0,0,0,,,,0,12,1,9.5,97,60,723,0,1,0,B18,U
12.2,1,41.48,3,2070.24,0,9,0,0,0,0,5,1,14072.07,0,0,0,0,0,0,0,0,0,0,1,540.45,0,0,0,0,0,0,0,0,0,0,0,11,1,9.5,76,51,630,0,1,1,B12,S
1.5,1,345.55,3,3325.47,0,5,1,0,0,0,0,0,0,1,3688,1,82.52,0,0,0,0,0,0,0,0,0,0,1,15326.75,1,0,0,1,285.19,0,1,46,1,8,109,66,738,0,1,0,B4,S
2.9,1,2695.36,2,2640.51,0,0,0,0,0,0,2,0,0,1,1380.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,351600.99,1,316995.49,0,0,,1,,,,631,0,1,0,B2,R
1.7,1,489.91,1,269.63,0,1,0,0,0,0,0,1,216.64,1,525.14,4,130.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1692.29,0,0,,,,,,650,0,1,0,B5,U
4.6,1,282.7,3,1565.5,0,6,1,0,0,0,3,1,1.13,1,11.24,3,43.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9166.81,0,1,,,,,,690,0,1,0,B6,R
1.9,1,258.22,3,817.68,0,1,0,0,0,0,0,0,0,1,1134.55,3,180.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,6,102,64,696,0,1,0,B2,R
3.8,1,1398.74,3,2089.65,0,16,1,1,2.18,1,0,0,0,1,718.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,0,6.5,117,42,699,0,1,0,B7,R
0.9,1,7349.13,2,5191.63,0,2,1,0,0,0,0,0,0,1,483.07,1,27.23,1,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,3.5,119,56,701,0,1,1,B4,U
6.5,1,3759.57,3,4872.36,0,11,1,0,0,0,1,1,334.43,1,468.63,2,107.37,1,3100,0,0,1,21127.8,0,0,0,0,0,0,0,1,156380.56,1,170982.26,1,0,15,1,4,106,33,652,0,1,1,B2,S
3.9,1,2124.36,2,1725.01,0,5,0,0,0,0,0,0,0,1,2451.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,1,6.5,118,69,675,0,1,0,B5,U
1.8,1,707.61,4,1765.34,1,4,1,1,3.54,0,3,0,0,1,475.8,4,92.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,5.5,138,49,730,0,1,0,B5,U
18.7,1,1508.7,3,7633.84,0,2,0,1,23.68,0,0,0,0,1,6367.13,0,0,1,12200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5.5,96,39,626,0,1,1,B5,U
1.5,1,424.2,2,987.46,0,0,0,0,0,0,0,0,0,1,1808.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,3,127,,,0,1,0,B8,S
1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,44,0,4.5,107,43,663,0,1,1,B1,U
4.2,1,757.47,4,2171.99,0,2,1,0,0,3,1,0,0,1,2754.59,2,252.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,653,0,1,0,B2,U
1.3,1,3361.17,2,5207.51,0,2,0,0,0,0,4,1,43926.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,102,44,651,0,1,0,B4,R
