ACCTAGE,DDA,DDABAL,DEP,DEPAMT,CASHBK,CHECKS,DIRDEP,NSF,NSFAMT,PHONE,TELLER,SAV,SAVBAL,ATM,ATMAMT,POS,POSAMT,CD,CDBAL,IRA,IRABAL,LOC,LOCBAL,INV,INVBAL,ILS,ILSBAL,MM,MMBAL,MMCRED,MTG,MTGBAL,CC,CCBAL,CCPURC,SDB,INCOME,HMOWN,LORES,HMVAL,AGE,CRSCORE,MOVED,INAREA,INS,BRANCH,RES
0.3,1,939.46,2,345.83,0,1,0,0,0,0,0,0,0,1,293.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4.5,88,41,639,0,1,0,B12,S
1.8,1,2520.43,1,1729.25,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1645.96,0,0,0,0,0,0,1,16564.93,2,0,0,0,0,0,0,32,0,2.5,113,45,675,0,1,1,B2,R
1.1,1,2164.73,1,19.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,144.76,0,0,0,0,0,0,0,0,0,1,139.41,0,0,,,,,,686,0,1,0,B2,S
2.4,1,159.75,0,0,0,0,0,0,0,0,0,1,3298.33,1,11.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,726,0,1,1,B4,R
4.2,1,47.13,2,647.76,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,1,6,95,23,617,0,1,0,B1,U
16.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65300,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1103.28,0,0,16,0,9,89,46,662,0,1,1,B3,S
12.9,1,1218.76,3,3763.99,0,19,1,1,5.65,1,0,0,0,1,1997.37,12,742.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,742,0,1,0,B16,R
1.2,1,893.13,1,112.26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1,8,118,45,695,0,1,0,B7,R
3.8,1,18287.77,2,41387.49,0,5,1,0,0,0,0,0,0,1,146.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,7,114,36,673,0,1,0,B13,S
1.8,1,3145.46,3,3255.73,0,3,1,0,0,0,1,1,2667.6,1,1971.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,414.16,0,1,47,1,9.5,115,59,708,0,1,1,B4,U
5.4,1,537.94,2,936.01,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,1,9,93,43,649,0,1,0,B4,S
0.4,1,2357.95,2,2478.08,0,3,1,0,0,0,1,0,0,1,356.56,10,238.54,1,5600,0,0,0,0,0,0,0,0,0,0,0,1,46906.39,1,42440.23,0,1,15,1,5.5,91,40,605,0,1,1,B2,R
4.8,1,819.35,3,1686.63,0,4,0,0,0,0,0,0,0,1,1804.79,1,56.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,608,0,1,0,B2,S
1,0,0,0,0,0,0,0,0,0,0,0,1,1462.59,1,502.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,348.03,0,0,12,1,10.5,81,71,692,0,1,1,B2,U
4.5,1,897.52,4,3807.37,0,11,0,0,0,0,0,0,0,1,5183.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,3.5,130,51,620,0,1,0,B4,U
1.8,1,17236.69,2,5333.76,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,361.24,0,1,59,1,11,163,50,642,0,1,1,B16,R
3.3,1,42.44,2,292.34,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2883.16,1,0,35,1,7,106,57,688,0,1,0,B4,R
15.6,1,1135.81,6,6545.16,0,8,1,0,0,1,0,0,0,1,5579.41,1,80.51,0,0,1,6735.52,0,0,0,0,0,0,0,0,0,0,0,1,231.98,1,1,37,1,10.5,101,53,659,0,1,1,B1,U
1.6,1,7778.09,2,1172.3,0,9,1,0,0,0,1,1,46414.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,1,4.5,110,34,707,0,1,1,B1,S
,1,139.23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,6.5,93,45,693,0,1,0,B9,U
6.7,1,260.64,1,180.97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,3,118,42,641,0,1,0,B6,S
3.6,1,2910.03,2,1289.35,0,2,1,0,0,0,2,0,0,1,381.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,710,0,1,0,B17,R
0.4,1,2552.85,4,6382.78,0,6,1,0,0,,0,1,4850.51,1,4254.64,,,0,0,0,0,0,0,,,0,0,0,0,0,1,267020.69,,,,0,,1,,,,699,0,1,0,B15,U
21,1,14838.53,1,573.66,0,6,1,0,0,0,0,1,24951.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,115,22,606,0,1,0,B4,R
,1,326.54,3,1692.33,0,5,0,0,0,0,1,1,959.77,1,2231.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,366.62,0,0,4,0,8.5,106,44,645,0,1,0,B4,U
10,1,8123.88,1,6778.48,0,4,0,0,0,0,2,1,28623.77,0,0,0,0,1,7100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7.5,112,21,619,0,1,1,B4,U
1.4,1,-0.92,3,158.11,0,0,0,0,0,0,0,1,1,1,366.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,7.5,102,70,693,0,1,0,B4,U
11.9,1,4556.37,3,3013.21,0,4,0,0,0,,2,0,0,1,1827.16,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,26,1,9.5,102,45,647,1,1,0,B15,S
3,1,682.75,2,573.72,0,0,0,0,0,0,2,1,2120.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.96,0,0,33,0,6.5,109,56,736,0,1,0,B4,U
10.6,1,92.96,1,52.44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6.5,92,51,668,0,1,0,B10,R
1.6,1,423.89,3,1276.92,0,5,0,1,8.07,,1,1,39.94,1,1078.19,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,43,1,6.5,99,48,672,0,1,0,B15,U
11.3,1,2675.17,2,1922.94,0,6,0,0,0,,0,1,3594.73,1,2894.15,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,,,,,,590,0,1,1,B19,R
4.7,1,482.4,3,1721.84,0,4,0,0,0,1,0,0,0,1,2234.85,0,0,1,8500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,640.94,0,0,15,1,9.5,91,46,712,0,1,1,B4,S
1.3,1,151.71,4,946.08,0,0,1,0,0,0,1,1,76.45,1,671.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1223.76,0,0,33,0,3,95,56,754,0,1,0,B3,U
4.4,1,849.19,1,1015.97,0,2,0,0,0,,1,1,1.18,1,212.55,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,1,55,0,5,110,47,649,0,1,0,B15,S
4.3,1,5641.34,5,7711.22,0,4,1,0,0,0,8,0,0,1,2446.84,1,89.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,51,0,4,117,48,663,1,1,1,B1,U
1,1,1.34,1,94.71,0,0,0,0,0,,0,0,0,1,125.02,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,90,0,3.5,139,28,647,0,1,0,B15,U
0.3,1,9367.16,2,1589.11,0,1,0,0,0,0,1,0,0,0,0,0,0,1,25500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1,10.5,127,52,667,0,1,1,B4,U
1.5,1,173.03,5,1730.24,0,9,0,0,0,1,0,1,441.86,1,2374.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,9.5,95,45,654,0,1,0,B16,R
1.3,1,1834.23,2,3556.59,0,11,0,0,0,0,0,1,107.07,1,4776.48,5,209.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,7.5,107,69,694,0,1,0,B9,S
11.5,1,445.52,1,487.14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,698,0,1,0,B2,U
4.7,1,396.92,2,2393.62,0,6,0,0,0,1,0,0,0,1,1457.18,8,180.14,1,58800,0,0,0,0,0,0,0,0,1,15171.09,1,0,0,1,752.94,3,0,74,1,7.5,122,51,689,0,1,1,B5,S
,1,3394.68,1,2675.27,0,2,0,0,0,,2,1,7767.33,0,0,,,0,0,0,0,0,0,,,0,0,1,16219.49,1,0,0,,,,1,,,,,,659,1,1,1,B15,U
0.6,1,447.02,1,51.69,0,0,0,0,0,0,0,1,100.95,1,161.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,35,0,5.5,110,29,709,0,1,1,B2,U
1.9,1,872.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1,7.5,115,30,661,0,1,0,B1,R
2.5,1,365.72,2,1869.71,0,5,0,0,0,1,0,0,0,1,2718.13,3,214.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4385.46,0,0,27,1,9.5,95,72,782,0,1,1,B4,U
0.6,1,315.73,3,1291.77,1,0,0,0,0,0,3,0,0,1,1364.23,4,50.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3819.8,0,0,,,,,,665,0,1,0,B2,S
5,1,2428.21,3,5331.71,0,14,0,0,0,0,4,1,13365.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63215.26,1,61571.74,2,0,30,1,6,93,49,683,0,1,1,B8,U
3.4,1,236.26,3,732.69,1,2,0,0,0,1,1,1,7253.98,1,234.15,1,52.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88791.94,1,87290.73,0,0,65,1,4,123,42,639,0,1,0,B4,S
0.4,1,978,1,117.18,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,543.78,0,0,68,1,10,118,61,732,1,1,0,B4,U
9.1,1,1584.19,4,2972.04,0,9,0,0,0,0,0,1,9773.38,1,3815.05,4,192.59,0,0,0,0,0,0,0,0,1,9941.38,0,0,0,0,0,1,11242.76,1,0,10,0,8.5,97,52,695,0,1,1,B7,U
10.4,1,718.28,2,502.99,0,0,1,0,0,0,0,1,1488.25,1,173.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70,0,4.5,126,46,678,0,1,0,B4,U
3.5,1,90.77,3,882.81,0,1,1,0,0,0,1,0,0,1,976.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,13.5,77,78,749,0,1,0,B1,S
0.6,1,488.69,1,1142.06,0,7,0,0,0,0,0,0,0,1,1417.96,0,0,0,0,0,0,0,0,0,0,1,10134.5,0,0,0,0,0,1,10779.1,0,0,20,1,9.5,98,68,695,0,1,0,B3,U
4.5,1,5175.13,5,6334.29,0,24,1,0,0,0,2,1,43972.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12361.88,1,0,0,1,251.04,0,0,50,0,6.5,107,51,658,0,1,0,B6,S
7,1,3606.36,1,993.76,0,1,0,0,0,0,1,1,18.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,631,1,1,0,B3,S
6.7,1,2056.25,2,1619.76,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,302.62,0,0,6,0,7.5,104,58,666,0,1,1,B2,U
19.3,1,20618.59,3,28087.99,0,23,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,138555.04,0,0,1,29354.07,2,0,0,1,120.62,0,0,,,,,,705,0,1,0,B4,S
7.8,1,2683.33,2,3102.81,0,6,1,0,0,,0,1,4.11,1,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,1,25,0,3.5,109,38,659,0,1,0,B14,U
3.8,1,101.37,2,581.17,0,3,0,0,0,0,2,1,8918.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,4.5,110,,,0,1,0,B1,S
3.2,1,724.43,1,692.76,0,1,0,0,0,0,0,1,1952.21,1,1132.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,0,7,100,26,633,1,1,1,B5,U
1.3,1,770.26,2,836.93,0,2,0,0,0,0,0,0,0,1,959.73,0,0,0,0,0,0,1,234.73,0,0,1,10075.56,1,15402.45,1,0,0,1,27854.09,1,0,15,0,6.5,94,37,642,0,1,1,B17,R
15.3,1,1228.51,1,902.96,0,4,1,0,0,0,1,0,0,0,0,0,0,1,22400,1,4208.24,0,0,0,0,0,0,1,15827.38,0,0,0,1,75.58,0,0,20,1,9.5,94,51,726,0,1,0,B2,U
,1,222,2,868.09,0,3,0,0,0,0,0,0,0,1,668.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92175.86,1,86149.52,0,0,15,1,4.5,94,59,625,0,1,0,B2,U
0.3,1,27.68,2,155.43,0,0,0,0,0,0,0,1,225.39,1,301.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,1,7.5,133,53,703,0,1,0,B6,S
4.4,1,2181.97,4,3190.15,0,9,1,0,0,1,1,0,0,1,1405.02,2,167.01,0,0,0,0,0,0,0,0,1,10264.62,0,0,0,1,173958.4,1,165049.42,2,0,40,1,9.5,103,65,747,0,1,0,B6,R
13.8,1,47384.44,3,7061.47,0,3,1,0,0,0,0,0,0,1,1339.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,1,9,184,29,557,0,1,1,B2,R
,1,3693.55,3,19772.85,0,9,0,0,0,0,3,1,193.34,1,4140.19,0,0,1,30400,1,8.09,1,48498.61,0,0,0,0,1,17307.19,1,0,0,1,54582.07,2,0,10,1,9.5,93,60,684,0,1,1,B1,U
11.5,1,2202.15,4,2102.66,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,158,0,0,,,,,,688,0,1,1,B2,R
15,0,0,0,0,0,0,0,0,0,0,0,1,19067.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,880.06,0,0,21,1,12.5,91,88,739,0,1,1,B4,S
4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15140.83,1,0,0,0,0,0,0,58,0,4.5,116,35,561,0,1,1,B4,S
4.6,1,1426.63,2,1362.45,0,2,0,0,0,0,0,0,0,1,1684.23,0,0,0,0,0,0,1,19456.52,0,0,0,0,0,0,0,0,0,1,19905.04,0,0,60,0,6.5,122,56,660,0,1,1,B3,U
1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,618,0,1,1,B2,S
21.4,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,39,1,10.5,103,59,665,0,1,0,B14,U
1.8,1,26.68,3,858.09,0,3,0,0,0,0,0,1,41.96,1,1438.67,2,64.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,3.5,138,61,693,0,1,0,B1,S
4.3,1,1633.59,1,972.97,0,2,0,0,0,0,3,1,422.42,1,976.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,683,0,1,1,B4,U
2.4,1,1106.12,4,3590.86,0,22,0,0,0,1,6,1,21736.23,1,82.07,0,0,0,0,0,0,1,18933.19,0,0,0,0,0,0,0,0,0,1,20200.73,1,0,25,1,6.5,108,49,693,0,1,1,B3,U
4.6,1,3110.03,3,7019.2,0,5,1,0,0,0,0,1,3376.79,1,3319.69,1,66.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,1,10,106,31,625,0,1,0,B4,U
,1,188.92,3,17894.63,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,6,116,25,633,0,1,0,B6,U
1.3,1,405.02,2,595.82,0,3,0,0,0,0,1,1,28.03,1,690.66,4,67.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1227.41,0,0,48,1,11,104,55,690,0,1,1,B3,S
1.4,1,161.45,4,754.35,0,1,0,1,4.37,0,0,0,0,1,1237.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,5,102,,,0,1,0,B16,R
,1,3923.34,1,1000.34,0,5,1,0,0,0,0,1,3847.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,175.52,0,1,77,0,4,131,60,673,0,1,0,B8,U
4.3,0,0,0,0,0,0,0,0,0,0,0,1,752.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,1,6,111,55,703,0,0,0,B2,S
0.5,1,2350.64,1,257.6,0,2,0,0,0,0,1,1,833.16,1,21.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,739,0,1,1,B1,R
1.8,1,237.79,3,1317.16,0,8,0,0,0,2,1,0,0,1,1735.98,1,36.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2.5,105,51,618,0,1,0,B2,S
3.6,1,6815.4,1,4276.82,0,6,0,0,0,0,1,1,7017.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,330.36,0,0,30,0,3,129,,,0,1,1,B4,U
4,1,90.29,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,27,0,3.5,99,28,690,0,1,0,B14,S
4,1,5159.84,2,4980.7,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,3,126,48,737,0,1,0,B1,S
0.5,1,15468.66,4,2344.59,0,3,1,0,0,0,0,0,0,1,2491.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,688.4,0,0,72,1,6,168,60,770,0,1,1,B4,S
12.8,1,1721.57,2,900.25,0,3,1,0,0,0,2,1,4387.78,0,0,0,0,1,16000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,1,8.5,90,48,705,0,1,1,B2,S
2.8,1,261.15,4,829.03,0,1,0,0,0,2,1,1,86.98,1,1015.09,5,130.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,5,103,44,683,0,1,0,B5,R
,1,1694.3,2,3197.11,0,7,1,0,0,0,1,0,0,1,317.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,8.5,92,47,623,0,1,0,B3,S
3.8,1,4838.31,3,5953.93,0,11,0,1,125.15,1,1,0,0,1,3989.5,8,230.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61,0,2,127,40,650,0,1,0,B4,R
0.6,1,102.5,1,70.2,0,1,0,0,0,0,1,1,2344.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,3,136,58,692,0,1,1,B3,U
3.9,1,905.36,5,2957.05,0,5,1,0,0,0,2,1,32.46,1,713.93,14,778.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1822.94,0,0,34,0,5,119,65,712,0,1,0,B5,S
0.3,1,66.24,2,304.8,0,1,0,0,0,,0,0,0,1,368.59,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,17,0,4,109,44,706,0,1,0,B18,S
2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12800,0,0,1,3191.49,0,0,0,0,0,0,0,0,0,1,3441.92,0,0,65,1,9.5,121,64,690,0,1,1,B4,S
0.7,1,1024.98,2,753.83,0,3,1,0,0,0,0,0,0,1,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,703,0,1,1,B5,S
0.9,1,81.7,0,0,0,0,0,0,0,0,0,1,5729.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30.44,0,0,7,0,4.5,106,36,651,0,1,1,B5,U
11.6,1,5778.84,2,736.63,0,3,0,0,0,0,1,0,0,1,17.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,701,0,1,0,B1,S
3.6,1,248.9,3,1136.74,0,4,0,0,0,0,5,0,0,1,566.37,1,19.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,700,0,1,0,B16,R
3.9,1,135.91,2,169.63,0,2,0,0,0,0,1,1,77.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,921.88,0,0,99,1,5,137,52,633,0,1,1,B4,U
0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15169.02,0,0,0,0,0,0,0,166,1,9,184,52,654,0,1,1,B6,U
25.8,1,13470.88,1,424.42,0,0,0,0,0,0,0,1,2100.76,0,0,0,0,0,0,0,0,1,18.93,0,0,0,0,1,24193.39,1,1,104185.93,1,103542.55,2,0,15,1,8,106,56,637,0,1,1,B1,U
0.8,1,9.05,1,17.06,0,0,0,0,0,0,0,1,3530.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,5,107,26,569,0,1,1,B4,U
2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,1,8.5,91,38,683,0,0,1,B2,U
3,1,178.34,1,720.16,0,4,0,0,0,,0,0,0,1,956.01,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,59,1,6,94,53,714,0,1,0,B19,S
0.9,1,1769.96,2,3033.53,0,3,0,0,0,0,2,1,1123.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,10.5,102,74,736,0,1,0,B16,S
3.8,1,100.81,2,668.57,0,3,1,0,0,,0,1,4230.43,1,119.38,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,,,,,,638,0,1,0,B14,U
2.6,1,2278.43,5,3335.85,0,11,0,0,0,0,0,1,3710.08,1,4053.22,0,0,0,0,1,21728.62,1,386.03,0,0,0,0,0,0,0,0,0,1,422.41,1,0,,,,,,714,0,1,0,B2,U
20.7,1,1007.69,4,6178.06,0,20,1,0,0,,2,1,3422.36,1,18284.5,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,85,1,9,133,42,676,0,1,0,B15,S
0.4,1,154.81,4,1055.98,1,0,0,0,0,0,0,0,0,1,2049.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,8,99,71,632,0,1,0,B7,U
15.1,1,19504.66,2,2355.68,0,4,1,0,0,0,3,1,101.59,1,513.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,0,3.5,143,49,676,0,1,1,B5,U
1.8,1,719.69,2,1283.99,1,2,0,0,0,0,2,0,0,1,1469.51,2,85.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5.5,97,35,682,0,1,0,B17,R
15.5,1,277.51,7,3354.16,0,16,0,0,0,0,0,0,0,1,3764.91,0,0,0,0,0,0,1,3711.63,0,0,0,0,0,0,0,0,0,1,14227.21,0,0,40,1,6,121,51,601,0,1,0,B6,U
2.2,1,522.55,2,1290.58,0,3,0,0,0,0,1,1,129.52,0,0,0,0,1,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,188.93,0,0,25,0,6.5,98,55,656,0,1,1,B7,U
13.6,1,4118.01,4,2216.25,0,8,1,0,0,0,3,1,635.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1643.79,0,0,60,0,4,112,36,673,0,1,0,B2,U
14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,29,1,15,101,66,785,0,1,0,B1,S
15.6,1,644.94,1,694.27,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,4.5,117,31,669,0,1,0,B2,S
1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11314.74,0,0,0,0,0,1,1293.69,0,0,40,0,3.5,113,53,694,0,1,1,B5,U
19.4,1,19017.34,2,1202.53,0,3,1,0,0,0,1,1,12692.21,0,0,0,0,1,56000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,694,0,1,1,B12,S
3.3,1,59.78,3,501.29,0,0,0,1,9.07,3,2,0,0,1,449.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,9,88,26,678,0,1,0,B17,R
7.5,1,3394.8,2,15951.67,0,8,0,0,0,0,0,1,95180.74,1,28727.63,4,242.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,370.03,1,0,63,1,8.5,120,55,623,0,1,0,B1,S
4,0,0,0,0,0,0,0,0,0,0,0,1,5686.2,1,92.3,5,285.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,158.04,0,0,42,0,3.5,111,47,685,0,1,0,B4,U
6.7,1,810.53,2,2784.45,0,1,1,1,33.2,1,1,0,0,1,270.11,3,154.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1,9.5,118,44,671,0,1,0,B5,R
3.2,1,904.13,5,3020.42,0,7,0,1,3.99,0,0,1,31.13,1,4086.29,1,25.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,653,0,1,0,B12,U
42.4,1,923.56,2,288.62,0,4,0,0,0,0,2,1,3754.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15056.73,1,0,0,0,0,0,1,71,1,10.5,111,50,675,0,1,1,B4,R
6.8,1,482.11,5,1319.07,0,1,0,0,0,,2,1,1.88,1,1223.42,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,,,,,,617,0,1,0,B15,S
